productName,sku,lot,coaUrl,productId,pageUrl
Ubiquitin Rhodamine 110,SBB-PS0001,163060001,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_733bd431b38842ee98e6746e961356f2.pdf,7b1d4781-374b-eb5a-06d3-137e00a43478,https://www.south-bay-bio.com/product-page/ubiquitin-rhodamine-110
Ubiquitin-Aldehyde,SBB-PS0031,172440031,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_c511cc443d8b4d2aa368986127854e84.pdf,feea349b-8bf2-baa1-5d50-ef4754c2cc7c,https://www.south-bay-bio.com/product-page/ubiquitin-aldehyde
Ubiquitin-AMC,SBB-PS0043,172440043,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_52f058fc7fce48cab7c760915869c270.pdf,24752484-1860-1cb5-b71e-71740477d694,https://www.south-bay-bio.com/product-page/ubiquitin-amc
Ubiquitin-Propargylamide,SBB-PS0034,172440034,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_f107fe5717ae411bb8992e8de5de387e.pdf,aab1738a-bf40-03f7-0b83-90a10c88d177,https://www.south-bay-bio.com/product-page/ubiquitin-propargylamide
Ubiquitin-Vinyl Methyl Ester,SBB-PS0033,172440033,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_698a946e34ca46f4b7563a8f03eae4bd.pdf,074416a3-90a0-c836-0915-7e86ae681fc9,https://www.south-bay-bio.com/product-page/ubiquitin-vinyl-methyl-ester
Ubiquitin-Vinyl Sulfone,SBB-PS0032,172440032,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_af137d3ad440463d81b8a41578d2e18e.pdf,b0c82172-cd51-f300-c86f-d64d2fcb1613,https://www.south-bay-bio.com/product-page/ubiquitin-vinyl-sulfone
"Ubiquitin, human recombinant",SBB-UP0013,163060013,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_0b228567fcfe4f02bed02a58cda836d1.pdf,9df0f2f6-6aae-80c2-d4a2-5d281fb798d9,https://www.south-bay-bio.com/product-page/ubiquitin-human-recombinant
"UCHL3, human recombinant",SBB-DE0023,163060023,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_c6a0ba21a33946e0aaa4aecf75963f77.pdf,1454a275-9d7c-fd39-025d-1978eea978f3,https://www.south-bay-bio.com/product-page/uchl3-human-recombinant
XIAP E3 Ligase TR-FRET Kit,SBB-KF0057,173050057,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_2bd58e6a0bc044439df3c67db30e80a6.pdf,87bffc3e-4b7f-efb3-eb8a-244bac684179,https://www.south-bay-bio.com/product-page/xiap-e3-ligase-tr-fret-kit
Z-Leu-Leu-Glu-AMC (Z-LLE-AMC),SBB-PS0006,163060006,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_db205498f08f406e915cbfce15d3e833.pdf,ac553f54-f0c0-6199-1205-bd3e7894c6f7,https://www.south-bay-bio.com/product-page/z-leu-leu-glu-amc-lle-amc
